SId,CId,Marks
89680,70,37
63618,86,80
79760,90,73
3459,50,53
11717,46,67
22255,40,65
31149,1,85
17658,15,55
21456,66,43
3448,57,97
15276,15,82
13977,33,72
37342,83,52
27478,82,71
25758,97,38
68932,92,98
80098,38,53
77297,98,68
66803,69,84
23472,24,83
87684,99,61
13654,86,71
64916,19,60
83403,65,95
70260,64,59
45907,29,43
72410,5,76
45944,71,67
8330,8,92
80300,47,63
88725,81,51
3389,64,90
23609,58,44
29386,85,69
10805,85,67
59360,66,54
38899,82,48
78327,26,87
56485,48,81
74372,73,81
10402,78,41
38747,46,75
5023,65,59
71107,85,43
56338,11,84
15059,86,41
41934,46,42
81307,54,98
61211,41,62
59701,24,86
83791,40,92
64258,49,52
55928,78,74
43011,98,84
88212,52,86
12510,66,74
675,72,41
66503,44,56
34322,42,92
23938,74,41
642,8,63
1969,62,96
82215,41,63
84086,88,90
77328,81,37
53190,38,68
13819,1,38
14826,97,80
80162,70,99
22031,36,78
6179,83,78
35485,88,99
49743,68,46
26948,23,44
16621,46,46
78032,86,73
63032,6,84
55915,62,97
79058,100,38
38341,38,93
45943,4,74
10773,66,81
88333,11,44
67412,71,48
69602,21,71
64397,1,66
24582,39,56
73836,82,99
86266,18,88
62792,87,90
59195,67,38
4968,52,71
34121,98,76
84602,55,44
77800,56,71
2612,53,52
47242,36,75
62671,53,40
86952,47,63
56997,29,53
23851,87,90
56307,19,98
75536,97,58
57305,57,47
88226,32,98
64414,95,81
14859,12,38
38184,35,43
74435,28,81
85406,24,61
19978,67,65
83845,58,56
70023,74,35
3921,43,68
89586,25,55
60922,75,62
67623,80,44
26560,65,76
18368,72,82
38930,36,42
17320,27,39
28662,48,63
68138,35,49
81489,61,37
41949,44,61
21367,1,95
12446,80,45
77977,28,96
76748,80,85
30237,65,93
26397,95,44
39331,25,68
15106,22,77
17691,32,79
38464,64,94
54411,74,58
31529,100,81
72398,39,94
60097,31,93
5965,16,38
1605,71,53
29544,97,63
69341,22,61
11454,92,60
45990,80,58
46162,90,49
30701,21,42
15121,87,38
11304,47,54
77455,33,57
10304,6,40
84834,73,43
65196,18,70
29913,75,43
67093,31,71
39389,79,36
70207,54,53
61969,84,97
21179,81,38
66364,85,85
18471,48,87
66119,34,61
53424,36,84
6730,64,93
60623,24,91
67722,70,65
68036,53,39
21199,79,56
43983,100,86
31822,61,37
31611,34,77
51004,46,54
7860,60,65
72829,36,62
16955,12,82
10365,91,99
68853,12,86
63979,54,82
59776,88,71
18271,30,37
42299,95,85
25497,53,42
80492,67,72
50043,70,58
82888,74,71
65903,69,95
79950,94,70
85065,61,53
69679,53,83
72043,52,46
67589,34,79
67321,56,48
21121,3,58
14064,76,58
5907,97,45
31868,81,100
84244,78,69
27006,59,66
89408,82,36
19462,81,97
2335,96,81
27431,69,68
23732,29,42
29010,80,99
39466,28,53
44236,64,100
59856,91,42
15977,22,49
66479,24,85
59331,27,41
8841,30,57
3330,14,53
78843,21,82
17858,74,56
6842,91,65
10893,38,61
30754,1,59
53859,92,99
54470,43,71
48356,90,99
732,5,76
52655,54,71
28265,52,69
7010,95,43
48915,49,42
22034,25,96
44983,36,77
1187,46,90
52844,70,41
49634,86,42
66987,85,93
94,9,98
54432,77,45
85389,65,56
59948,64,36
50351,38,74
71224,45,97
86641,68,48
88973,83,95
48646,34,80
55988,38,45
43929,57,91
29657,13,58
14512,62,75
49109,69,43
37668,85,59
85774,35,55
31707,11,76
54504,69,95
25841,18,43
30255,47,96
1144,4,95
19733,55,72
89791,11,58
59645,3,36
62059,80,40
42098,20,95
64312,96,46
34028,37,38
73281,14,73
41417,72,41
10852,57,40
21880,32,92
9062,67,61
37726,48,37
70298,92,92
20767,95,50
65073,46,36
58646,26,74
39919,5,47
5943,75,75
55076,1,52
55019,20,35
87756,16,96
57843,69,51
81079,20,85
82359,93,99
64660,87,38
78172,4,95
1176,69,43
8518,69,43
85909,13,75
38574,53,35
78682,35,52
9567,31,49
42717,39,90
40311,90,83
4415,52,86
34181,71,80
81714,13,79
49874,20,42
76575,98,88
82374,10,47
40824,50,58
82245,65,40
21127,12,68
64364,57,52
83754,3,71
86777,69,53
27816,37,92
46781,15,87
64987,13,71
13067,51,64
73449,12,52
38914,28,68
80468,88,39
54729,55,74
18096,22,42
72303,10,79
50502,17,52
51942,97,82
20033,14,77
54678,2,76
2443,25,36
56364,58,43
8669,99,42
235,25,92
26016,66,38
87389,30,84
45886,89,44
5514,7,51
81755,33,67
56753,8,67
41693,54,69
33898,75,83
55525,34,51
59957,48,57
32823,72,60
12154,27,72
52974,15,38
39573,94,82
32048,16,72
52827,10,69
18625,15,49
56403,56,62
22563,8,68
45082,15,56
37781,57,82
80490,1,45
50423,86,61
37484,60,97
69575,19,71
70959,98,69
37362,49,64
57493,95,59
48511,17,52
41163,40,84
48625,44,59
26665,37,84
31041,36,73
81387,7,67
63656,67,48
30228,71,97
339,26,90
40385,72,91
19321,48,55
45128,94,88
48801,60,53
73622,58,42
9109,57,43
32213,32,43
34154,99,39
18095,89,43
30828,20,43
60803,47,92
23839,65,41
20303,18,88
68075,83,57
41675,86,38
7599,68,38
67894,7,65
62471,96,93
2861,71,45
81623,82,46
47722,49,65
55326,88,85
18910,39,61
20362,45,46
27994,41,66
23387,63,62
70417,43,46
27080,91,37
41751,6,98
1651,55,38
45126,100,84
50163,68,77
89337,12,91
32462,10,38
52566,79,53
32092,13,47
57563,15,88
69688,26,35
67378,54,81
64022,4,100
60661,29,91
44578,89,72
7321,72,94
7176,63,86
87733,24,47
19447,92,69
56755,64,81
2223,93,39
67202,93,61
89255,82,49
61253,1,89
48643,95,95
527,62,65
44811,32,90
70621,100,57
22993,78,49
40019,52,99
5517,8,96
89081,64,51
50603,67,60
17988,47,48
2201,51,53
1099,19,90
78404,53,75
54521,53,68
18851,35,52
28307,36,64
45018,73,75
85026,48,92
86825,87,72
88855,88,61
47018,89,60
59967,90,40
7792,28,52
31425,94,71
44984,62,47
66488,84,81
61482,75,42
9652,25,59
79098,36,99
88631,97,94
39169,61,99
26220,80,100
34690,60,77
74682,45,65
52986,96,43
26594,77,95
36898,97,83
58508,95,97
10059,25,60
49632,93,81
54458,23,94
13824,22,94
60890,3,84
6732,21,75
81724,64,65
75125,12,57
26460,71,78
80055,55,38
73688,51,64
27615,46,56
66735,13,45
26580,45,43
30284,87,95
78331,27,80
62324,90,94
62785,96,84
68355,94,66
84924,77,72
11168,50,88
72883,41,100
6423,67,50
50390,64,47
75888,93,74
61727,80,95
41266,33,56
71741,10,40
11759,64,83
77161,27,85
58580,47,41
41425,29,40
25825,37,72
52825,34,82
25125,42,54
82390,69,35
70434,3,63
50911,79,58
22090,44,52
58426,99,83
82726,18,69
24548,96,80
47598,56,81
81885,82,56
70,40,92
57354,93,100
44226,53,97
25174,48,35
3708,95,87
38723,3,76
30026,56,92
51404,39,64
57854,7,80
84776,70,50
4986,50,82
78174,60,50
15054,2,57
44342,68,60
7679,34,56
85229,71,54
26324,13,36
45775,27,62
67805,81,48
34903,36,62
40254,36,99
52572,35,44
75570,30,54
10910,68,67
89961,17,37
85951,22,96
55858,30,91
11766,46,98
19931,72,61
9046,76,91
83659,71,83
19605,36,64
22205,40,41
68907,95,93
2203,31,80
83100,1,50
81037,63,72
73780,64,79
70528,70,53
18038,83,43
74188,84,37
36175,34,90
23941,97,87
57722,89,44
79796,15,53
20063,32,69
13966,35,54
12507,20,63
18984,66,96
55905,97,49
5200,79,62
38266,74,48
87239,93,80
21533,75,43
57440,9,100
42573,12,71
6943,18,73
66916,1,72
75741,17,82
59694,47,54
18063,22,98
71411,92,93
22276,62,61
45389,67,59
20487,58,57
23792,1,50
58269,7,56
14086,98,72
10752,58,85
12342,68,55
19162,12,37
74796,7,40
55402,87,68
74059,66,77
69323,18,89
43772,85,76
32061,55,67
60546,24,71
8255,31,63
60225,99,53
29168,37,94
74114,8,76
39994,54,87
74189,52,36
74722,22,58
82745,4,39
72264,58,35
12134,45,53
29468,88,48
37536,33,96
38093,30,53
5914,3,97
65316,16,67
49472,73,72
61403,5,77
66638,79,97
44986,99,95
54373,64,73
25971,58,42
19816,85,76
49648,100,53
76846,66,90
71066,46,94
31172,86,72
32536,83,61
55010,37,39
25832,98,63
17676,12,85
78517,6,46
87635,36,71
66998,24,79
34448,39,98
44077,17,53
73465,80,98
22810,64,83
70045,97,43
41184,95,76
32113,66,97
20114,40,63
34610,73,87
50070,21,72
84875,3,64
63896,15,43
86131,30,98
84295,81,54
74883,10,92
89693,33,65
24287,20,41
65103,47,85
41546,75,100
77289,64,68
79247,87,89
41168,69,44
33750,64,55
56572,52,78
58006,1,78
72365,56,40
70726,40,72
28063,28,95
66366,77,54
57438,77,100
13919,82,58
12305,75,91
60541,8,35
44277,14,68
75852,46,98
80003,8,66
44217,46,41
81360,18,42
21213,53,39
8923,11,86
43663,35,82
10195,14,64
76280,4,41
37627,66,61
62776,15,44
37165,45,53
34497,76,76
73196,28,62
27729,67,52
7396,72,91
60662,24,41
78111,76,63
16901,26,40
21521,80,63
27009,20,59
78817,79,65
33108,60,67
85905,81,54
83497,30,35
87230,66,48
30494,2,52
51040,12,48
9141,50,54
84444,2,98
39442,76,35
35469,34,52
216,19,99
73733,3,39
56228,86,68
78827,53,99
76992,86,46
57465,22,36
75304,51,94
2811,49,43
38204,29,51
4324,9,79
84449,8,46
57843,56,62
76714,73,42
45595,54,51
86778,84,41
64561,86,96
51967,21,81
14190,32,77
40044,90,49
52977,79,57
72569,48,97
9696,23,61
115,39,35
12860,83,89
57210,7,77
41042,37,40
64231,17,81
7660,64,82
83208,4,98
78869,43,58
56544,78,64
72840,58,59
37978,37,97
63487,28,45
33133,92,88
64548,15,58
29105,96,85
89746,49,48
30624,40,69
54562,39,95
70385,6,91
58203,84,72
5980,53,73
52449,52,77
30031,10,81
85816,20,66
23314,79,35
58362,68,92
17193,77,58
46549,12,75
21017,68,98
42500,61,63
20582,70,90
66772,55,70
32439,95,68
47146,15,40
49318,48,38
6983,89,99
1350,82,38
77602,45,47
82976,11,76
89347,13,63
81229,75,100
57937,73,70
5709,52,80
69822,44,52
23675,68,63
28008,36,89
36944,3,53
39713,60,75
78049,1,74
84756,57,47
33056,83,57
63405,14,62
41434,36,98
29817,83,42
2406,79,67
61076,54,44
5475,94,95
89804,91,51
84386,29,80
46854,14,91
55775,3,55
27205,44,47
7497,67,63
38875,28,83
82550,100,64
35789,13,98
88752,79,73
13519,88,91
36690,68,93
40202,18,47
13021,49,77
34555,27,91
20163,97,60
25985,74,57
47039,57,72
40608,46,98
43425,36,52
57001,42,38
30137,17,90
42586,42,67
34118,84,89
65639,67,82
26199,91,92
82762,81,52
8797,73,87
41653,6,53
79873,55,94
87187,98,91
69433,90,96
15128,76,84
13234,92,75
71313,91,85
74820,44,86
34355,41,43
73146,73,87
84802,44,93
12903,38,88
79734,44,98
7388,52,63
61662,98,90
82097,7,42
88819,26,69
75939,27,100
28153,63,62
26958,85,40
41462,38,92
78921,58,85
18358,75,58
56335,47,84
34251,5,52
81164,2,88
6580,14,60
19803,70,75
88669,53,55
58436,51,85
50398,92,36
53002,75,96
29289,73,44
67138,46,74
51591,1,54
89768,77,48
28205,24,93
64149,60,72
72661,20,57
85378,3,91
7407,35,93
15879,43,63
26756,99,65
52391,57,77
39466,8,66
29622,50,69
70196,21,88
2457,72,44
18144,14,75
71436,41,68
62984,9,77
34499,43,47
48305,41,81
34933,99,61
19059,24,64
41541,87,48
77137,14,74
39439,6,37
14495,29,43
26809,58,51
57483,40,48
86286,9,55
25563,13,40
66159,41,62
5041,39,91
73402,73,78
14465,95,93
11134,12,69
52425,28,63
42378,19,45
36278,7,74
15814,14,57
52777,40,61
31409,28,42
42304,43,39
40505,67,41
64379,13,97
39913,65,47
18244,62,82
49933,17,42
30725,21,38
78342,58,71
75986,25,61
29070,62,72
23640,17,43
31815,34,60
23329,52,72
7052,41,91
43220,80,94
38964,2,82
39650,88,41
88673,86,57
13819,17,42
87195,1,52
6827,19,63
74153,98,45
31364,28,57
59957,44,99
74251,87,52
47355,92,78
6665,66,96
45526,36,38
57737,52,76
17257,70,60
44617,48,92
48286,90,55
57386,46,66
57687,69,57
43996,48,71
62380,24,78
72441,3,69
79287,12,44
53108,63,43
35962,64,56
70161,63,86
87261,14,95
26890,7,71
11673,27,52
47868,32,80
45833,22,42
2934,75,39
70526,98,58
14818,22,49
36273,78,81
44281,79,68
33148,47,46
16872,46,87
59501,40,96
53706,91,39
29026,93,96
2142,62,69
63870,77,53
66256,68,80
63690,65,42
44469,21,97
87931,53,86
71809,76,88
65481,28,54
53111,73,44
64839,14,65
36684,79,66
58560,55,76
43303,5,100
62659,83,35
56164,77,64
45574,14,46
17923,13,78
8441,66,43
76060,58,94
84074,69,90
6648,56,60
4823,41,38
3925,53,39
10174,78,64
20901,48,79
12397,77,41
45123,97,45
2451,55,91
88797,42,93
84360,97,46
36878,35,71
31887,1,52
13017,7,77
38395,80,70
34951,34,37
15560,19,39
6068,58,67
34191,12,62
42082,24,45
37798,95,80
15518,38,97
1306,93,84
88832,5,61
9872,83,57
39916,34,90
15874,4,37
17729,49,76
76266,12,37
63000,36,71
70642,32,68
18804,49,49
51468,61,95
86500,36,98
71485,80,92
32247,45,91
26368,88,78
15807,55,44
57650,52,78
82141,37,61
66876,34,80
61370,14,64
11025,25,78
3937,70,84
77774,82,83
86426,55,77
75984,74,88
17932,22,49
12811,85,88
22483,46,76
44971,46,39
74006,96,81
78,46,57
22706,18,46
66947,35,65
32655,80,71
38658,15,87
31008,50,54
14126,12,74
13909,35,64
87161,5,57
1218,99,59
25905,100,81
26942,27,39
3057,53,59
40081,77,59
44003,25,65
14101,78,40
53740,65,53
37711,49,59
54831,100,56
46988,89,52
21392,13,79
17749,47,40
86159,30,45
11703,39,91
1502,47,94
13652,11,68
20311,29,63
31290,20,81
89583,62,35
17126,84,86
51035,13,56
5427,91,71
61464,30,98
33524,78,96
35869,8,61
494,45,90
82031,59,54
20831,2,95
27563,16,40
52013,54,96
53805,82,86
1683,61,91
85187,71,99
55690,72,65
40073,45,98
67666,15,51
25178,21,41
4320,7,57
52876,79,71
3992,6,45
5358,88,41
14445,98,71
73861,75,88
76647,56,100
10481,79,83
85343,79,61
71588,49,86
60307,68,96
9538,94,79
13022,81,39
88058,5,95
65157,61,45
14028,70,40
77986,50,58
21377,15,76
57592,7,69
17708,13,66
70919,30,60
31722,8,58
15631,49,54
27918,16,91
57536,22,65
25626,32,54
19016,60,82
73327,65,53
11716,99,43
73736,64,79
40898,45,61
22571,77,92
70412,6,55
1867,28,55
30027,64,87
8352,18,94
22506,95,98
67242,47,45
50860,72,100
73719,20,79
17109,3,73
36170,57,39
66323,59,63
87093,82,84
8773,62,88
71495,70,39
34617,87,60
32976,89,96
67065,40,93
60948,4,60
69304,56,82
79749,39,79
33002,51,68
51817,25,46
73916,56,54
50674,67,67
80639,48,89
57107,98,49
30445,80,58
71033,44,77
18515,34,37
28317,39,44
14021,85,79
24685,54,76
52753,90,48
81249,65,76
40116,45,43
54245,35,36
57017,87,97
3753,2,60
46452,29,93
42286,75,41
20415,3,40
8115,2,83
33457,60,89
59496,75,80
33880,60,76
8485,47,57
21878,10,49
46330,17,59
71255,26,56
14691,6,40
68197,19,55
1016,84,56
21288,29,72
25455,42,46
88166,69,90
47530,17,80
80078,91,52
51323,35,38
24522,54,50
11906,89,42
33912,42,90
40419,57,86
13348,63,64
59217,8,73
69815,49,56
40972,49,72
63055,32,82
38719,90,39
9757,21,75
59313,19,82
72759,90,86
6554,74,75
2511,18,71
54024,43,85
58298,20,99
88569,91,52
8801,13,90
76381,68,44
64219,62,81
1774,70,46
9598,86,53
33842,77,57
64114,97,54
73327,5,86
89938,93,91
72343,54,64
68285,39,58
8970,70,63
45060,75,82
13847,12,77
13378,52,64
3032,44,79
44136,25,47
24728,33,56
20496,29,93
65747,77,48
60575,5,81
50113,60,65
9064,56,50
84876,99,96
33301,51,46
29581,60,85
80530,34,63
73082,45,70
13524,71,84
67105,29,71
68950,2,38
14067,61,53
86105,21,94
59801,75,61
56327,90,76
84135,64,60
41540,62,44
55945,27,64
76002,50,81
80376,47,43
50936,37,46
11063,96,93
16062,8,67
29263,59,80
11152,35,48
62857,57,48
12458,77,97
71913,10,72
80794,23,90
54864,81,35
61628,2,50
87598,32,85
16555,1,75
85587,71,71
39850,50,39
47321,52,71
79146,72,97
49572,45,45
27043,100,86
6417,21,39
56150,33,43
75435,61,82
21421,89,71
63715,78,94
27776,57,61
48329,51,47
73055,64,59
43998,77,56
87413,4,68
55886,57,63
36292,49,35
80802,3,94
83226,50,83
5958,78,74
18303,17,63
62089,6,45
18323,96,73
22160,14,96
11635,83,93
65900,53,70
83330,50,59
1044,35,38
45153,75,53
13464,92,83
57834,48,66
85655,97,47
42003,78,43
88924,8,40
87700,35,57
83866,9,44
33788,24,50
53491,51,58
34709,14,72
51041,16,38
16540,78,90
45813,85,67
14046,68,76
19664,87,51
88589,27,94
41596,3,38
20151,68,60
70660,22,63
79968,1,48
30768,1,55
50307,82,73
48914,97,49
74750,19,43
11402,34,57
59114,31,42
64889,18,87
29975,20,91
56846,4,83
48969,46,71
28115,82,79
49801,65,67
79245,95,52
34486,72,94
21708,41,36
84083,43,80
64823,53,66
59067,22,58
22950,14,40
6128,93,97
14463,39,65
2791,36,35
39095,3,53
34534,2,90
61239,11,77
70749,58,99
82801,50,38
82227,69,73
50878,83,41
51603,26,85
4811,8,76
63292,33,79
33268,57,95
67465,94,98
14998,5,55
1747,55,100
74718,1,49
71399,83,69
16094,57,43
26267,24,35
29257,94,51
35460,9,60
79214,15,97
24710,98,42
82940,42,48
45805,97,41
85621,92,66
12867,20,73
38114,52,57
8695,5,83
70133,78,40
39383,46,95
32549,26,56
84121,13,74
80770,55,63
68162,100,61
85394,78,47
59399,2,56
82360,66,64
29301,14,89
23669,1,91
78633,64,47
41095,22,84
9564,27,42
45176,59,45
70435,37,47
64228,88,96
4865,31,71
88064,21,84
75735,16,54
30481,74,62
21052,51,78
69318,28,90
80389,40,43
12464,84,99
7398,67,47
27178,35,78
46130,63,51
27010,52,50
62156,51,36
57731,53,64
11475,92,39
22897,56,90
55338,25,54
62357,71,50
79727,63,75
37363,64,58
7470,13,100
37361,6,51
69637,37,48
53941,100,88
37648,53,40
56572,98,60
18635,68,56
37268,86,95
14638,88,56
4311,18,82
445,22,75
18337,74,77
2467,37,43
26715,23,77
76790,71,55
48835,25,61
18244,17,62
37069,93,55
61241,44,89
10342,61,73
14258,35,36
25059,17,38
4807,19,79
14668,20,52
62011,64,39
15298,88,76
10024,93,41
4577,63,67
32697,92,62
52488,99,46
84836,90,84
75047,58,43
85487,42,40
4523,40,78
60178,61,97
83749,62,66
51057,44,80
71715,74,65
43107,81,62
26846,74,65
65757,48,49
89587,97,65
632,89,55
58874,23,42
54787,81,41
57507,20,51
17309,39,95
51524,85,84
19466,39,53
61741,3,94
16897,13,92
36495,92,74
64196,15,93
57471,44,52
19322,7,49
66903,28,80
87418,17,45
10834,49,37
18971,2,86
82802,25,65
49760,68,86
15576,24,54
80102,54,99
38728,14,65
62181,5,41
66958,100,80
85913,22,38
89605,56,52
66988,71,54
24550,5,55
43121,51,88
39461,1,45
11571,2,53
66899,58,35
12862,73,60
85659,72,94
13173,18,46
69713,60,95
6328,85,75
61453,76,49
84275,12,50
51621,38,96
76077,8,71
87378,2,66
19765,32,75
49813,7,78
88802,7,69
52275,99,65
36624,3,59
31244,52,52
29378,37,35
39580,77,54
51617,62,92
70730,65,41
29441,22,100
88990,58,63
54601,73,51
77803,36,97
13768,41,97
87226,9,100
73122,80,58
8866,10,41
12100,49,76
17131,26,73
1563,44,60
38412,63,94
33552,91,98
68011,42,93
22380,65,53
54559,29,95
9655,96,67
41020,77,51
62394,72,51
70261,65,86
27306,49,50
26801,36,50
86556,29,45
40827,22,65
66806,61,68
80748,35,73
58184,20,58
67608,64,52
85951,66,74
39623,45,54
16175,50,95
16535,65,99
81502,95,95
26428,2,75
66978,33,46
63253,46,79
62,59,38
74338,81,60
72574,29,63
18242,9,50
16745,11,98
87436,39,83
8086,68,100
78642,21,77
42595,7,48
68698,9,59
76280,80,63
21774,43,68
80320,23,74
25462,91,52
10143,73,44
24391,4,67
73901,45,99
5919,22,37
23390,82,72
88960,50,52
64512,38,85
32281,89,50
64615,83,97
46468,66,55
48429,69,44
10588,48,36
39689,100,45
49789,95,47
26341,92,68
25168,99,38
77877,58,97
79909,7,57
60933,31,67
18569,42,78
37121,27,95
53635,80,81
55200,87,54
2217,8,44
61319,75,58
59548,90,47
16845,74,57
45958,45,95
37789,99,49
72334,84,39
12715,75,85
89255,61,76
37913,54,79
67919,51,81
29525,63,59
13834,22,62
65643,15,54
72179,66,63
19807,30,50
37897,67,54
77376,47,65
36710,68,56
71128,94,54
59635,55,54
78966,99,93
69888,18,74
79846,97,87
42033,10,41
39095,82,35
65399,38,64
79009,41,54
54912,55,73
53676,51,71
84594,54,81
71591,36,93
28511,91,73
5048,32,95
32763,54,67
12894,15,67
27135,94,94
46584,97,58
71156,15,77
84247,92,63
9288,59,66
33346,96,89
87382,93,43
66451,32,55
56676,27,84
14847,48,58
68725,7,100
61103,36,73
8863,94,49
40761,99,51
82714,90,65
14828,68,36
5642,44,73
981,50,86
66025,7,93
79712,91,90
18941,83,55
34890,33,63
59407,88,71
86019,55,79
27672,87,97
28784,94,87
89717,23,71
36960,35,66
33962,78,84
68892,77,60
24636,49,94
37727,69,53
42452,66,74
57397,82,52
62045,67,73
55207,88,97
53934,15,39
49201,18,83
70527,38,74
50299,10,66
63388,94,69
24234,82,55
59686,27,69
81451,45,45
32295,78,64
63192,39,55
9952,99,51
39924,64,99
13924,13,48
83723,64,89
7749,80,35
14858,79,87
40598,42,38
70590,53,65
53697,83,87
27724,22,100
68568,80,81
7026,60,93
50949,18,37
81154,50,67
88120,25,65
81680,76,95
72949,47,60
23185,16,56
24352,13,98
60882,28,53
76153,14,92
35639,99,49
21479,72,98
72831,57,100
59389,20,62
81518,53,82
83689,98,44
31869,92,51
13735,51,83
65294,63,59
6990,38,58
87035,77,47
51585,83,50
77984,56,91
31911,90,99
73968,63,67
41284,7,50
11900,74,99
74742,22,85
35299,69,84
39336,98,71
55957,18,53
77651,32,72
29114,90,66
75444,4,84
29663,97,62
58911,66,35
49981,86,46
75508,96,88
81627,71,77
31375,46,93
3182,86,39
24748,88,37
4300,31,73
3392,37,45
60076,55,72
20569,49,96
51581,33,41
36015,61,67
65402,48,79
1944,20,66
3846,91,99
80143,26,35
27950,15,46
21538,54,69
18009,55,45
23681,13,75
49022,30,97
73486,65,56
54398,1,79
11177,13,44
42579,82,94
9874,67,68
24215,82,89
55936,94,52
28477,83,39
86392,38,98
33131,79,42
17686,4,48
3338,19,42
7843,72,37
19488,17,96
54933,29,98
56316,84,70
25311,96,36
65664,65,73
85856,7,55
9758,28,51
3946,12,82
80582,75,90
46327,79,41
29458,82,53
22387,3,74
78577,13,48
60740,37,80
6869,67,38
36803,45,35
10459,54,83
20408,30,82
29311,11,60
61595,52,99
53748,57,76
78350,18,56
8721,41,87
374,97,78
9249,39,58
63925,65,68
67559,91,46
45020,23,87
5025,10,100
48520,92,94
15643,30,85
85913,8,84
80813,36,92
82002,42,57
67494,29,50
5564,92,89
3775,48,97
1782,19,94
65751,69,48
54429,26,52
21340,30,56
55162,48,62
31711,41,43
23616,44,98
20774,37,79
8063,94,88
80323,83,92
84540,34,97
45731,38,97
20300,92,89
14286,20,71
74619,74,40
47833,70,37
77872,70,78
32390,2,47
12188,94,88
87345,35,39
32962,97,85
48965,74,37
72597,22,80
50905,21,97
49155,35,88
67188,95,44
71601,84,60
66099,97,95
56298,57,58
33743,50,89
33156,73,96
15299,45,81
40849,36,94
46640,39,57
37290,49,65
27644,96,47
42490,51,90
55759,70,82
22947,25,86
51166,73,44
30385,73,71
30712,74,47
36376,32,71
77289,34,75
77215,26,81
44093,59,96
25333,29,54
21662,50,66
71930,91,80
30845,26,35
73252,48,60
20809,82,97
78952,17,66
21965,35,64
27289,24,95
56698,74,61
52236,33,80
23147,56,52
41866,74,75
21283,79,55
83014,12,94
40722,90,44
14331,31,59
22603,76,91
38727,51,75
78884,80,88
85591,9,47
52409,27,68
5275,59,43
78891,11,72
15479,31,88
79908,35,78
79742,72,70
31395,91,35
45445,92,55
8693,76,40
19826,22,66
61034,97,35
53775,92,59
54214,69,37
40631,91,47
70527,40,42
50260,19,51
29443,57,75
83515,76,75
63139,54,89
65427,65,89
46476,62,47
27711,45,80
10146,31,64
15424,82,41
53289,83,78
85341,63,40
38059,95,49
42957,60,63
7661,6,86
200,68,74
3177,60,91
62842,63,73
17259,22,98
59589,78,58
32701,19,61
71582,91,63
36371,50,77
74581,23,94
65724,90,65
29499,5,87
40632,38,51
63563,66,66
65309,49,59
9472,78,73
36352,99,60
25895,41,97
41578,22,51
66303,96,54
52620,24,56
2159,69,98
43405,50,68
19359,76,88
54382,11,66
20219,97,92
33468,75,47
12527,62,63
